X,Y,OBJECTID,GLOBALID,REQUESTID,REQUESTTYPE,REQUESTDATE,STATUS,STREETSEGID,COMMENTS,USERTYPE
-77.041411387227399,38.916909250275602,1009,{C2EDB76F-5424-40AC-A99C-155A9BE238F9},1009,Red light running,2015-07-02T15:04:43.000Z,Unassigned,12059,"Cars continuing on U St east, from Florida Ave, often do not stop at the red light, continuing through when the (very short, ~15 second) pedestrian light is on to cross U St.",Pedestrian
-76.982451266585727,38.920969337748687,1071,{5E4DD78E-613F-457C-BFAF-C830B03D8B1B},1071,Double parking,2015-07-02T19:57:00.000Z,Unassigned,9521,Constant standing around from pedestrians and cars. Loitering pedestrians are constantly in the street and are a hazard to both bikes and cars.,Car Driver
-77.042350660583551,38.987451458998294,1094,{5F6B09D2-DBD0-4664-8CD0-D36A0020B189},1094,Failure to stop for pedestrians,2015-07-02T20:36:55.000Z,Unassigned,8237,No sidewalk or crosswalk. And drivers often make the turn to Portal Drive at higher speed.,Pedestrian
-77.042070698438962,38.986620393176551,1095,{1D1F2E6A-8704-4C79-827E-275101347ED2},1095,Other Walking Issue,2015-07-02T20:39:56.000Z,Unassigned,8237,Very short sidewalk on the northwest side of intersection.,Pedestrian
-77.048408041640528,38.900703050606481,1105,{BB030B88-2847-481D-A0A8-E7FDA9CA4661},1105,Double parking,2015-07-02T20:55:17.000Z,Unassigned,11728,"Trucks often double park right at the NE corner of 22nd & I Streets, primarily serving GWs Medical Faculty Associates.",Pedestrian
-77.047710793370996,38.900703173500204,1096,{99D0AB15-BC97-4681-935B-03F0F8CE9D74},1096,Failure to stop for pedestrians,2015-07-02T20:56:39.000Z,Unassigned,11728,"mid-block crosswalk; motorists *rarely* stop or yield for pedestrians.

Sidewalk on south side of I Street closed for constructions, pedestrians forced to cross.",Pedestrian
-77.033647674720811,38.895371408549003,1097,{F6510AB7-6670-4526-948E-5644EE4D610D},1097,Other Biking Issue,2015-07-02T20:58:54.000Z,Unassigned,759,"The 15th street cycletrack should be extended at least as far as the Mall, likely much further.

Also, the kind folks who own the Ellipse love to randomly block entrances and exits, blocking one of the routes for people heading to the National Mall.",Biker
-77.059170773066754,38.885112244880851,1106,{0A1EFD6E-D9C3-44EC-B6BE-6B7264B1CEEF},1106,Other Biking Issue,2015-07-02T21:01:40.000Z,Unassigned,1228,"Crossing the GW Parkway shouldnt be done at-grade, or if it must, drivers should be made to stop with a stoplight or other traffic control device. It is a major safety hazard.",Biker
-77.077831733522274,38.937884874204933,1025,{634D0D0E-C8DC-4966-818E-84C70888AC23},1025,Blocking the crosswalk,2015-07-02T15:07:49.000Z,Unassigned,3311,"As defined by DCMR 18-99, crosswalks exist on all sides of an intersection (and peds have right of way at all crosswalks) but DDOT has posted signs here allowing people to park in the unmarked crosswalks on both sides of this intersection.",Pedestrian
-77.075152069482158,38.935573458889436,1026,{2B12A079-088A-4E32-BB2E-380836D58567},1026,Blocking the crosswalk,2015-07-02T15:08:22.000Z,Unassigned,2534,"As defined by DCMR 18-99, crosswalks exist on all sides of an intersection (and peds have right of way at all crosswalks) but DDOT has posted signs here allowing people to park in the unmarked crosswalks on both sides of this intersection.",Pedestrian
-77.027037160514197,38.919191017974555,1027,{CE127921-CEED-4540-9B6B-A1461E4B1151},1027,Other Biking Issue,2015-07-02T15:08:45.000Z,Unassigned,5785,This whole stretch of 11th from Florida to S st is awful for bikers and cars. Cars dont want to share the sharrowed lane with bikers and pass very dangerously to get around them. The road is also very torn up.,Biker
-77.075944906169539,38.939246149665713,1028,{7F913BBF-29F0-442D-8A24-F748B4278409},1028,Blocking the crosswalk,2015-07-02T15:08:51.000Z,Unassigned,3538,"As defined by DCMR 18-99, crosswalks exist on all sides of an intersection (and peds have right of way at all crosswalks) but DDOT has posted signs here allowing people to park in the unmarked crosswalks on both sides of this intersection.",Pedestrian
-77.07831603035855,38.945506366422883,1029,{D81B6C99-B6C9-4003-86F5-E4C434C1F7F7},1029,Failure to stop for pedestrians,2015-07-02T15:09:56.000Z,Unassigned,2949,Drivers routinely fail to stop and give right of way to pedestrians at this crosswalk.,Pedestrian
-77.029713619030431,38.925158615291267,1030,{F40C4B27-72C9-4DA8-999D-6943CE95515D},1030,Poor visibility,2015-07-02T15:11:19.000Z,Unassigned,8781,"The last big storm blew down the convex safety mirror hung opposite this alley.  Cars coming out of this alley now cannot see other cars, bikes, and peds.  PLEASE reinstall a new safety mirror opposite this alley on 13th between Fairmont and Girard",Car Driver
-77.044899524835728,38.905664388765231,1031,{65C4EBA4-86D9-4AEF-B132-92C5E394E27C},1031,Blocking the crosswalk,2015-07-02T15:11:52.000Z,Unassigned,2115,Taxis and Uber drivers block the crosswalk to drop off passengers here.,Pedestrian
-77.062813777586314,38.905184414380159,1032,{241D3F6C-A3E7-451C-B6C4-7D80C6566EEB},1032,Not enough time to cross,2015-07-02T15:13:03.000Z,Unassigned,7858,"The ""walk"" signal for the west crosswalk is only 4 seconds.  This is not enough time for the crowds at this point to get off the curb (as peds are required to do by DC Code 50-2201.28 and DCMR 18-23).",Pedestrian
-77.027042556196463,38.925762550147446,1033,{3959A45B-5A74-4239-A973-CB1DAA8E68C8},1033,Stop sign running,2015-07-02T15:13:10.000Z,Unassigned,9423,There needs to be a 4 way stop here. Traffic on Girard has a stop but 11th doesnt. Drivers on Girard either assume 11th street has stop signs or dangerously try to go through the intersection instead of waiting for a break in traffic.,Biker
-77.021921649650693,38.893279173500332,1034,{94D74D06-F68C-40E8-B671-0D42036AB77D},1034,Red light running,2015-07-02T15:17:43.000Z,Unassigned,772,"Buses and other motor vehicles often begin left turn onto 7th street from eastbound Penn. Ave when left turn signal is red, posing hazard to those crossing on northern intersection of 7th & Penn. Ave.",Pedestrian
-77.028083100080778,38.904626984115239,1035,{8A9905BD-EB36-4666-9813-9B4AF6F9F3FC},1035,Other Driving Issue,2015-07-02T15:19:14.000Z,Unassigned,11007,Why was this bike lane taken away? Now it goes from bike lane to sharrow to bike lane in less than a block. Cars dont give bikes room after crossing Massachusetts and STAY in the bike lane instead of transitioning properly from sharrow to bike lane.,Biker
-77.017596138519266,38.878235966660483,1037,{5558CC66-93C6-4105-8072-30C80F268710},1037,Double parking,2015-07-02T15:33:24.000Z,Unassigned,14208,"There are CONSTANTLY cars parked in the bike lanes on 4th ST SW between M ST and I ST. They need to be ticketed and forced to move. When biking through here, their illegal behavior often forces me to cut into traffic to avoid hitting them.",Biker
-77.044736995031016,38.90566366558761,1038,{661C2408-57A3-4F21-9B78-0ED9A3DEC991},1038,Blocking the bikebox,2015-07-02T15:37:13.000Z,Unassigned,11513,Motorists often enter right turn lane without yielding to bike traffic in mixing zone. More adequate signage should remind drivers to yield to bike traffic before entering the turn lane.,Biker
-77.054316153744125,38.961156021260386,1001,{E1D6C708-04A8-4026-B100-5B7D8B6C7E18},1001,Other Walking Issue,2015-07-02T15:46:59.000Z,Unassigned,7189,Military Road is missing a sidewalk for much of the distance across the park.,Pedestrian
-77.014313442500679,38.873780776691298,1002,{A0D92E0F-A71C-4F1A-B44B-F942CEEBD5FD},1002,Speeding,2015-07-02T15:47:44.000Z,Unassigned,12204,"vehicles, particularly city busses speed through here constantly. It is a sharp turn, and many people jaywalk fromt he bustop across the street. Both a crosswalk and speed bumps are needed here.",Pedestrian
-77.07888786516358,38.94651321734986,1039,{F6A3BB0A-671F-424A-8178-E7EC00FBBA91},1039,Other Walking Issue,2015-07-02T15:52:15.000Z,Unassigned,10537,"DDOTs engineers have inappropriately taken ""walk"" time from pedestrians crossing the NW and SE corners of Wisconsin and Tenley and given it to drivers trying to turn.  (Compare the timing on these corners to the timing on the NE and SW corners.)",Pedestrian
-77.031799713262586,38.912614717300819,1040,{DC76D9D3-395F-4FBF-83B2-BECEAA4DAACF},1040,Other Driving Issue,2015-07-02T15:52:48.000Z,Unassigned,9471,Cars turning right do not yield to bicyclists. Ive nearly been hit several times.,Biker
-76.973474655323898,38.874770856270651,1010,{FFF397CC-0C48-48C6-9F18-F1838C5BEDDA},1010,Other Biking Issue,2015-07-02T15:52:56.000Z,Unassigned,5504,"There needs to be a crosswalk here, bikes cross this ramp to get to the sidewalk before crossing again after the bridge to get onto Anacostia tral. There needs to be a crosswalk and lights to alert drivers",Biker
-76.961403207417064,38.87757715265473,1011,{231B452E-308B-4AEF-9D82-3172D18083CE},1011,Red light running,2015-07-02T15:58:42.000Z,Unassigned,10892,"The light at the roundabout here doesnt recognize bikes, they constantly have to run the red unless a car is also waiting to go straight",Biker
-77.025752180623059,38.911000486863493,1012,{556DCEEF-149E-4D25-B581-65AE0EEF92E9},1012,Other Biking Issue,2015-07-02T16:00:39.000Z,Unassigned,12623,"This section of Rhode Island Ave is riddled with potholes, so cyclists are often forced to go into the middle lane of traffic, which is extremely dangerous.",Biker
-77.040447797216828,38.90374978670858,1013,{5091EA87-46C4-482B-ADBA-50DBB06D8CBD},1013,Double parking,2015-07-02T16:05:57.000Z,Unassigned,8858,Street vendor often illegally parks in left turn lane during morning and evening rush hour periods - blocks both the turn lane and bottlenecks the bike lane,Biker
-77.044556890417297,38.905663207427786,1014,{F5787F2E-2727-47DA-89C0-95EC18659F28},1014,Other Biking Issue,2015-07-02T16:09:56.000Z,Unassigned,11513,"Cars and trucks often turn right onto 20th street from the the middle lane (not the right-hand turn lane), often cutting off cyclists and forcing them to either slam on the brakes or swerve onto the sidewalk to avoid hitting them.",Biker
-77.016829157139838,38.911127372151178,1015,{2829C874-5F4B-4A1B-8352-FDC7EEC39F33},1015,Speeding,2015-07-02T16:12:35.000Z,Unassigned,2304,"Cars often drive way too fast down this section of New Jersey Ave, in both directions. I witnessed a cyclist get hit by a car here after the car was speeding to go through a red light and the signal already turned green for traffic going east on Q.",Biker
-77.009102460505559,38.876484833444685,1005,{79FA84CF-2810-43BD-B6AE-A193613E54D9},1005,Failure to stop for pedestrians,2015-07-02T16:13:38.000Z,Unassigned,11295,Pedestrians have a cross signal at the same time that cars have a green light to turn left from M St onto South Capitol. They often do not yield to pedestrians (and are probably going too fast to see and yield).,Pedestrian
-77.021921495459765,38.911131211964531,1006,{715245E2-B232-4DF4-BA10-CACE26085898},1006,Blocking the bikebox,2015-07-02T16:15:18.000Z,Unassigned,10897,"Drivers often do not have enough room to get over to turn right onto 7th St. from Q and consequently often block the bike lane. Furthermore, drivers do not signal here - I myself have crashed into a cars fender here because of this.",Biker
-77.017557896347597,38.885078771271111,1007,{EB7A98C6-C06C-4047-A833-D6D5F4792FA0},1007,Other Driving Issue,2015-07-02T16:17:33.000Z,Unassigned,1143,"With Virginia Avenue closed here, why not have the signals flashing yellow for Fourth Street? There areno turns, so no need to stop north/south traffic. Thanks!",Biker
-77.041599910697883,38.906455777828199,1016,{48F8FD0A-9149-476C-9925-E553010F7157},1016,Red light running,2015-07-02T16:20:55.000Z,Unassigned,9279,"Peds crossing CT Ave @ 18TH ST NW is a disaster. Drivers run the red lights and block the crosswalks, forcing pedestrians into the traffic lanes. There also simply isnt enough time on the crosswalk countdown to cross 6 lanes of traffic.",Pedestrian
-77.028106247593087,38.882838645779074,1017,{90A95FAD-BC53-4502-9F85-9E3441C436D4},1017,Other Driving Issue,2015-07-02T16:21:13.000Z,Unassigned,12591,Why cant northbound traffic from Maine onto 12th have a permanent green light? Theres no other traffic turning onto 12th here. Just give those turning left to continue on Maine red and green arrows. Thanks for considering!,Car Driver
-77.036319837276125,38.992164500969729,1008,{54253B64-9FF9-42C3-B630-0896A06252FA},1008,Red light running,2015-07-02T16:37:57.000Z,Unassigned,206,"This is a very confusing/unsafe intersection for vehicles.  Many vehicular crashes occur due to driver confusion, poor sight-lines, and poor design.  This intersection needs a major re-design in coordination with MD",Pedestrian
-77.042457605749604,38.92282030582934,1018,{EC9AE5E8-A088-4018-975F-00C4BCE29F0C},1018,Other Walking Issue,2015-07-02T16:39:30.000Z,Unassigned,5292,This should be signed as no-right turn on red,Car Driver
-77.007136752593013,38.917474294720023,1019,{AED0D6F2-6D01-4818-A5EA-64ADD4E1CA35},1019,Not enough time to cross,2015-07-02T16:39:47.000Z,Unassigned,7188,,Pedestrian
-77.023971811811293,38.909638040235627,1020,{51929BD3-68BC-4D3C-86E7-BFBCF33D521C},1020,Poor visibility,2015-07-02T16:45:41.000Z,Unassigned,9610,"With the new sidewalk closure around the O Street Market and accompanying advertising signage, both pedestrians and drivers have difficulty seeing the northbound and westbound oncoming traffic at the corner of 9th & P.",Pedestrian
-77.017560552872453,38.891802089800848,1021,{9DD66092-12B2-4243-A80E-B5C041A37FA6},1021,Blocking the bikebox,2015-07-02T16:53:57.000Z,Unassigned,11684,Often drivers pull up and through the bike box here both in the left and right hand lane.,Biker
-76.997655762897665,38.862405713640271,1022,{648A765B-FC43-4892-BD6C-67F6F6088662},1022,Not enough time to cross,2015-07-02T16:54:53.000Z,Unassigned,10985,There isnt enough time for older people or seniors to cross here.,Pedestrian
-76.991536106472964,38.878499634758704,1023,{2860C314-63CE-47F8-AA97-611F054D58EC},1023,Other Walking Issue,2015-07-02T16:57:41.000Z,Unassigned,5669,There needs to be a crosswalk around the K Street intersection.,Pedestrian
-77.020776886025189,38.896138426473719,1024,{88F286C9-A472-486E-8DDE-78960D5F8BE9},1024,Other Biking Issue,2015-07-02T16:59:34.000Z,Unassigned,6437,A lot of vehicles will stop and park along the E Street bike lane.,Biker
-77.072591136549875,38.933492213048858,1042,{D69385B3-9083-442C-ACDF-C43AD4E77DE9},1042,Failure to stop for pedestrians,2015-07-02T17:21:54.000Z,Unassigned,2323,drivers heading north on wisconsin wanting  to turn left onto macomb have a choice of being hit by cars coming southbound on wisconsin or running over pedestrians in the macomb crosswalk. Cars need a left-turn arrow there.,Pedestrian
-77.025085800073171,38.880509387495366,1043,{8D8E9C4A-35C2-41E5-A6F9-945C5B362D81},1043,Other Driving Issue,2015-07-02T17:22:27.000Z,Unassigned,8505,"Bus idling is common along Maine Ave, and DCs anti-idling law is not being enforced.",Pedestrian
-77.007168562315115,38.898920876129687,1044,{378C527E-745F-4980-A7D9-22073421B330},1044,Other Driving Issue,2015-07-02T17:26:34.000Z,Unassigned,9000,"Bus idling is endemic at Union Stations 2nd Floor.  DCs anti-idling law is not being enforced.  Despite numerous signs, bus drivers do not comply, will be argumentative when asked to stop idling a bus, and calls to MPD for enforcement are ignored.",Pedestrian
-77.018929676328952,38.903846708063035,1045,{80652FA3-DD6F-4550-9B27-CD0D0F92D422},1045,Not enough time to cross,2015-07-02T17:51:49.000Z,Unassigned,3503,The light to cross NY Ave along 5th st only allows 18 seconds for pedestrians. This is not long enough for handicapped pedestrians or the elderly.,Pedestrian
-76.97959096423557,38.882842999161738,1047,{330630FD-CFB7-43FE-8592-7B7F481CC682},1047,Poor visibility,2015-07-02T18:20:14.000Z,Unassigned,11954,Awkward intersection and speeding vehicles turning onto E Street from west-bound Potomac Avenue cause hazard for pedestrians in crosswalk. Needed: extended curbs to force more perpendicular entry onto/out of E St.,Pedestrian
-76.979392506772584,38.882843152593146,1048,{CEB66CD2-807B-4792-AC44-E3AD35AE84FB},1048,Failure to stop for pedestrians,2015-07-02T18:21:26.000Z,Unassigned,11954,"""Stop for Pedestrians"" flexipost signage needed at both crosswalks on Potomac Avenue at this intersection. Motorists rarely stop and use excessive speed.",Pedestrian
-76.97900078158591,38.882981068805421,1049,{9B1AF42C-3E92-4496-BE0C-57AA11AE756A},1049,Speeding,2015-07-02T18:26:51.000Z,Unassigned,1114,Several collisions here when motorists attempt to pass other vehicles that are turning north onto 18th Street. High speeds and impatience a problem at this intersection where Potomac Avenue turns to one-way.,Pedestrian
-77.045436526702275,38.892108843047822,1050,{2B25BD92-732B-4AD7-A9F0-A187B4BBEEDF},1050,Speeding,2015-07-02T18:27:40.000Z,Unassigned,11288,Riding a bike on Constitution is a death wish due to the speeding cars.,Biker
-76.979000264354326,38.883066343910443,1051,{F13A23C6-3B9A-46DA-BDF5-FA63D1D0F62A},1051,Stop sign running,2015-07-02T18:29:17.000Z,Unassigned,1114,"Motorists southbound on 18th street often turn without stopping, causing hazards for pedestrians at this intersection and further down at Potomac Avenue and E Street crosswalks. Problem: One-Way portion of Potomac Avenue encourages this behavior.",Pedestrian
-77.052141782390507,38.888557737997424,1052,{5917A3E4-6B87-4C79-ACBF-0736EB450D96},1052,Jaywalking,2015-07-02T18:29:26.000Z,Unassigned,8270,"A crosswalk is needed here. Pedestrians realize that they cant get to the other side without going all the way to Virginia, so they just jaywalk.",Pedestrian
-76.994976594845426,38.878819454786814,1053,{A5203B84-2CEB-425C-8F67-0B3D2CCF16D4},1053,Speeding,2015-07-02T18:30:44.000Z,Unassigned,2552,This is 45 mph. Cars regularly pass me going at least 65.,Car Driver
-76.9949683551351,38.884191647250752,1054,{D68B9A02-A5E4-4F23-AA35-5737A7BF00C9},1054,Not enough time to cross,2015-07-02T18:31:35.000Z,Unassigned,3007,Almost impossible to cross this street.,Pedestrian
-77.044122742611222,38.886823725854882,1055,{5929B58C-06A3-4A58-8C58-44118138386C},1055,Speeding,2015-07-02T18:31:38.000Z,Unassigned,6316,speeding. a lot of speeding.,Car Driver
-77.045854863273348,38.902532200099628,1056,{AEF3EF15-2DB9-4B64-BFC9-D5676E25ED06},1056,Speeding,2015-07-02T18:33:29.000Z,Unassigned,7158,,Pedestrian
-77.023113520546218,38.870813021370225,1057,{AEF60B95-FF90-4247-911E-BF3EAF6B81E0},1057,Speeding,2015-07-02T18:34:57.000Z,Unassigned,3363,Cars speed here and pass dangerously. It is unnecessary to have two lanes for cars along this stretch. There should be a bike only lane and a car only lane.,Biker
-77.017547165159968,38.878628018462791,1058,{B6C339D9-2E99-46E6-BF5F-3E125660FAD1},1058,Jaywalking,2015-07-02T18:35:53.000Z,Unassigned,14208,Many pedestrians crossing willy-nilly like all along this block.,Biker
-77.033115734634023,38.883943489743999,1059,{F5A1BD68-4FB2-4517-B841-4CF881F057D0},1059,Failure to stop for pedestrians,2015-07-02T18:36:14.000Z,Unassigned,9050,Speeding cars do not stop for pedestrians.,Biker
-76.991085056639392,38.873294879206327,1060,{72BC4DCD-2F17-4BDF-A0CB-D15A94720D87},1060,Long wait to cross,2015-07-02T18:39:18.000Z,Unassigned,14786,"This light and the pedestrian cross button do not work. I once saw workers adjusting the lights. I told them this, and they said theyd fix it. They didnt.",Biker
-76.990457644187714,38.871859143244954,1061,{2E34872E-CD91-4BCB-8342-2F9265AD0C3F},1061,Speeding,2015-07-02T18:39:53.000Z,Unassigned,14849,Cars speed across the bridge.,Biker
-76.983448641062012,38.900135420369296,1062,{890346B4-641E-4673-8D08-FB1A77D56A72},1062,Jaywalking,2015-07-02T18:44:30.000Z,Unassigned,587,"Lots of people jaywalk here and all down Benning road. At this light in particular, I nearly hit people while having the green light all the time.",Car Driver
-77.072570546847871,38.933492316819091,1063,{A0F42647-1586-451D-BD8C-9C6C6C9D2805},1063,Red light running,2015-07-02T19:02:27.000Z,Unassigned,2323,"Drivers heading north on Wisconsin wanting to turn left onto Macomb get stuck halfway into the left turn, forcing them to choose between being head by southbound cars or running over pedestrians in the Macomb crosswalk. Very dangerous.",Pedestrian
-77.073134814177834,38.92886676464056,1064,{9431943A-7DC2-404A-AA8E-604C17DC9989},1064,Speeding,2015-07-02T19:16:08.000Z,Unassigned,6046,"Cars routinely speed along this section of Wisconsin, which is heavily trafficked by pedestrians.",Pedestrian
-77.072669780153021,38.931769279131537,1065,{FABB28AC-FECC-439D-B11C-D9D44BF9E997},1065,Speeding,2015-07-02T19:17:09.000Z,Unassigned,6434,"Cars routinely speed on this section of Wisconsin, in front of the cathedral, which is heavily trafficked by pedestrians.",Pedestrian
-77.018110562198018,38.92089632809509,1066,{EB5885A6-2476-49CD-A2E3-2F02EE0080CB},1066,Other Biking Issue,2015-07-02T19:19:42.000Z,Unassigned,10928,The bike lanes on 5th St NW north of here need to connect to bike lanes on 7th St NW to the southwest. This is a small but important gap in the network.,Biker
-77.028078088819868,38.931058592663469,1067,{3552F49E-4E54-4B59-BAD5-31AA07D27F75},1067,Double parking,2015-07-02T19:22:55.000Z,Unassigned,7835,The bike lane is consistently blocked by trucks.,Biker
-77.028083545741481,38.904426583277811,1074,{21E0F8A7-5074-4B3B-ACFA-89B1885EC4A1},1074,Other Driving Issue,2015-07-02T19:30:45.000Z,Unassigned,11007,"Because 2 lanes shift left through the intersection, and then merge shortly after crossing Mass Ave, vehicles in the left lane often cross into the right lane without warning.",Car Driver
-77.034534599737654,38.916953263071349,1075,{844EF8B8-B475-476C-9386-3919367C17D3},1075,Red light running,2015-07-02T19:43:07.000Z,Unassigned,10024,Cars often run the no turn on left signal and drive into the cycle track,Biker
-77.036502728433163,38.91803836342855,1076,{5299F952-5913-4F6F-8165-B21979334994},1076,Speeding,2015-07-02T19:43:40.000Z,Unassigned,3684,Aggressive speeding. No enforecement,Car Driver
-77.03657263460687,38.916938803436487,1077,{38249A10-7836-41F9-A968-B0875F03A7F1},1077,Red light running,2015-07-02T19:44:05.000Z,Unassigned,11305,Red lights are run almost every cycle,Pedestrian
-77.038474587647329,38.918499747374263,1078,{DDC7DAE8-6717-48A9-8E9F-12A135824135},1078,Failure to stop for pedestrians,2015-07-02T19:45:20.000Z,Unassigned,7171,"poor sight lines due to close and illegally parked cars make this tough for drivers. Also, drivers just dont stop.",Pedestrian
-77.015986112986397,38.974989912058611,1079,{F5104A3D-E1DA-48E1-A1D6-9294DC1A1DA2},1079,Other Biking Issue,2015-07-02T19:46:24.000Z,Unassigned,9034,"This area is heavily trafficked and as a result, difficult to bike through. With parking banned on one side of the street, adding bike lanes or a cycle track would be relatively easy.",Biker
-77.036452568508224,38.935749714113413,1080,{FC637D95-9506-4283-B9EE-DFAE80392814},1080,Speeding,2015-07-02T19:46:56.000Z,Unassigned,4201,aggressive speeding. Every day,Car Driver
-77.016121287825612,38.971861301207383,1081,{13133A01-6B18-41E4-81FB-DF1F88EBB61A},1081,Poor visibility,2015-07-02T19:47:32.000Z,Unassigned,6021,"Drivers turning north from 3rd St cannot see cars headed north on Blair Rd and many near misses occur. Plus, signals dont give many gaps in traffic",Car Driver
-77.049734320512897,38.922159349368492,1082,{8A898957-D02D-40CA-9CB9-07070FDBCD5C},1082,Speeding,2015-07-02T19:47:37.000Z,Unassigned,11953,aggressive speeding. Every day,Car Driver
-77.019898503513545,38.973590356573922,1083,{B8362329-C59E-4F8E-9452-232234FD744A},1083,Stop sign running,2015-07-02T19:48:06.000Z,Unassigned,9514,Cars including police cars and buses frequently run this stop sign due to the hill.,Biker
-77.052589209019061,38.923354704895949,1084,{26580C64-07F9-41A3-9BDE-AAC79D24DAF0},1084,Failure to stop for pedestrians,2015-07-02T19:48:22.000Z,Unassigned,12780,right turning cars often fail to stop for pedestrians,Pedestrian
-77.050601566172759,38.923492653129195,1085,{57A57E65-3AF9-4F6B-84FB-957BA2951425},1085,Failure to stop for pedestrians,2015-07-02T19:48:52.000Z,Unassigned,4982,everyone fails to stop for pedestrians,Pedestrian
-77.066368383654137,38.924399710585725,1086,{86D6B7E8-4C07-46C6-B702-E6327011DEA0},1086,Failure to stop for pedestrians,2015-07-02T19:49:53.000Z,Unassigned,9367,right turning cars often fail to see pedestrians,Pedestrian
-77.020539150490038,38.976526941040191,1087,{5D35B59A-11A5-4A25-AE3B-A88A8BBE0315},1087,Other Driving Issue,2015-07-02T19:51:03.000Z,Unassigned,6180,"The paint lines are faded which create overly wide traffic lanes, encouraging speeding. Repainting would made this intersection much safer.",Car Driver
-77.027851935922556,38.91558132299798,1088,{F39DF7A7-D6EB-45E1-8D2E-2FEC978879E7},1088,Speeding,2015-07-02T19:51:28.000Z,Unassigned,543,drivers often speed and dont have time to notice me,Biker
-77.016672429008338,38.976893893899408,1089,{F580B6CC-BB98-4FD4-B81C-820C0C41574C},1089,Other Driving Issue,2015-07-02T19:52:12.000Z,Unassigned,6971,The exit/entrance to the parking has a large blind spot to the north. Adding a stop sign for all cars would make this access point much safer.,Car Driver
-76.978437594242905,38.91895267086047,1090,{B0D3EB12-1A8C-464E-A779-0D759CFCD169},1090,Poor visibility,2015-07-02T19:59:00.000Z,Unassigned,1652,This portion of Montana Ave has poor sidewalks and visibility. Tree brush is constantly lying in the sidewalk along with trash. Additionally there is a light post in the MIDDLE of the sidewalk.,Biker
-77.074595614255173,38.961006767622706,1091,{6E171636-B47B-42B5-B554-802B68EA2BED},1091,Other Biking Issue,2015-07-02T20:02:03.000Z,Unassigned,6974,"Biking on Military Ave between Conn Ave and Western Ave is like biking on the moon. SOOOOO MANY CRATERS. This road is crumbling and driving, never mind biking, is a nightmare! PAVE THE ROAD!!",Biker
-77.003271823740008,38.887615359042663,1092,{EA289613-91AA-45B7-8142-5614CCAE780E},1092,Not enough time to cross,2015-07-02T20:06:11.000Z,Unassigned,12910,,Pedestrian
-77.01771076158235,38.877273932849015,1093,{37D4ED92-C1B1-4A7B-8B46-A131A510219B},1093,Double parking,2015-07-02T20:17:45.000Z,Unassigned,14208,"Cars are always double parked blocking bike lane and/or parked in the center median (including MPD, DCFC, and other city vehicles). Dangerous for bikers to merge in/out of traffic, and for pedestrian visibility when crossing street.",Biker
-76.998453875705138,38.881280433505616,1072,{8A6F02EC-FBC3-4C1B-B57F-65EE6CFFD176},1072,Failure to stop for pedestrians,2015-07-02T20:20:28.000Z,Unassigned,7334,Cars (including MPD vehicles w/o emergency lights) always run through this stop sign without stopping. Dangerous with families around! Perhaps a raised crosswalk and/or speed hump on 6th btwn VA Ave and G St would help slow/stop traffic.,Pedestrian
-77.0319532951751,38.916452494553248,1036,{D1B20996-82FC-4B98-8F7D-EEB70FB43E9B},1036,Failure to stop for pedestrians,2015-07-02T15:22:58.000Z,Unassigned,8575,Drivers routinely fail to stop and give right of way to pedestrians here.,Pedestrian
-77.034227306999398,38.91262595750365,1003,{0F22782E-7E49-4AA0-9153-763D2164A2AE},1003,Other Driving Issue,2015-07-02T15:53:26.000Z,Unassigned,3876,Cars turning right do not yield to bicyclists. Ive nearly been hit several times.,Biker
-77.017163317392146,38.874660873692939,1004,{15DDEA50-B909-4543-A135-F9910C7105F1},1004,Accessibility Issue,2015-07-02T16:02:37.000Z,Unassigned,4156,"The sidewalk here is torn up from trees, it is impossible to get by via wheelchair and very difficult to for two pedestrians to pass abreast.",Pedestrian
-76.991532515679808,38.882800489911162,1041,{17C6A2F6-E962-4BB6-BD06-BCDD94CD57E0},1041,Not enough time to cross,2015-07-02T17:00:51.000Z,Unassigned,9797,Few people can cross all of Penn Ave in 17 seconds. I walk fast and even I have to book it.,Pedestrian
-77.044895448111703,38.906202842037487,1046,{66298821-61DA-4464-9E64-4B693B1A93BC},1046,Other Driving Issue,2015-07-02T18:10:16.000Z,Unassigned,10320,Motorists do not check for pedestrian foot traffic before pulling into or out of the garage entrance on the east side of 20th St on this block.,Pedestrian
-77.072996731851603,38.931888785917771,1073,{F574DB3A-F46D-45F6-AF3D-CA11C2929D3E},1073,Not enough time to cross,2015-07-02T19:17:53.000Z,Unassigned,3087,Crossing wisconsin at Woodley. The crosswalk light is about 15 seconds long. Impossible to get across in the allotted time.,Pedestrian
-77.036516361939633,38.912078124008772,1068,{D8BA096E-B480-44F8-BE39-22A7DD2F3695},1068,Speeding,2015-07-02T19:41:35.000Z,Unassigned,1816,Drivers drive aggressively and no-one does anything about it,Car Driver
-77.019752235935471,38.977564946087881,1069,{FE51D7CA-B5E0-457C-8A04-D69DC02CF67C},1069,Other Driving Issue,2015-07-02T19:50:04.000Z,Unassigned,2002,There is a large bump across the road due to an underground pipe but it is not marked. Someone even spray-painted to mark it but it faded. It is great to slow people down but mean to hide the method of doing so. Paint this unintentional speed hump,Car Driver
